no	id	skk_key	notation	reading	method	judgment	note
134	954646-271-0009	ごとうかわらけ	五度土器	ごとう-かはらけ	none	o	
135	954646-381-0021	さえざりとどm	遮止	さへざりとどむ	none	x	紙面は さへぎり-とどむ
136	954646-150-0061	けずりまわし	削廻	けづりまはし	none	o	
137	954648-077-0058	のりものかご	乘物駕籠	のりもの-かご	none	o	
138	954645-596-0059	きゅうげん	弓弦	きゅうげん	align	o	
139	954648-364-0033	ほっとう	法燈	ほっとう	align	o	
140	954647-254-0033	たちう	鰌胞	たちふ	none	x	表記の読み取り誤り
141	954646-590-0052	しろと	素人	しろと	none	o	
142	954648-387-0052	まがきぶし	籬節	まがき-ぶし	none	o	
143	954648-147-0015	はらえづき	楔月	はらへ-づき	none	x	表記は 禊月
144	954648-385-0020	まつけずる	儲弦	まつけづる	none	x	紙面は まうけ-づる
145	954646-590-0065	しろなんてん	白南天竹	しろなんてん	none	o	
146	954646-362-0067	ささりんだら	笹龍膽	ささ-りんだら	none	x	紙面は ささ-りんだう
147	954648-314-0030	へいえら	兵要	へい-えら	none	x	紙面は へい-えう
148	954645-615-0019	ぎりそけん	切素絹	ぎり-そけん	none	x	紙面は きり-そけん
149	954648-686-0027	わごかう	愉後光	わ-ごくわう	none	x	表記は 輪後光
150	954646-429-0019	じきせいらけい	自記晴雨計	じきせいらけい	none	x	紙面は じき-せいうけい
151	954647-403-0007	つつみたまご	包卵	つつみたまご	none	o	
152	954646-280-0014	こにせしむ	太子	こにせしむ	none	o	
153	954647-203-0020	たいどころかた	臺所方	たいどころかた	align	x	紙面は だいどころ-かた
154	954646-364-0045	さしからかさ	指傘	さしからかさ	none	o	
155	954647-393-0003	つぐまr	噤	つぐまる	none	o	
156	954648-177-0005	ひきほぐs	引解	ひき-ほぐす	none	o	
157	954648-506-0017	めけもの	牝獸	め-けもの	none	o	
158	954647-386-0023	つきかわs	突交	つき-かはす	none	o	
159	954648-054-0053	ねりかたm	煉固	ねり-かたむ	none	o	
160	954645-307-0044	おいととのおr	生調	おひととのほる	none	o	
161	954648-668-0033	れきせい	一瀝青炭	れきせい	none	x	読みが途中で切れ、表記に 一 が残る
162	954648-403-0020	まちわつれ	町外	まちはつれ	none	x	紙面は まち-はづれ
163	954645-313-0023	おおさみやつこ	大領	おほさみやつこ	none	x	紙面は おほき-みやつこ
164	954645-206-0065	うすもり	薄盛	うす-もり	none	o	
165	954646-236-0034	こころだのs	心樂	こころ-だのし	none	o	
166	954645-342-0015	おろしゅうりしょうけう	卸賣商業	おろしうりしゃうけふ	none	x	しう を しゅう、けふ を けう に誤変換
167	954648-591-0003	よくとく	欲得慾徳	よくとく	none	x	表記が 2 語つながっている
168	954647-329-0005	ちょうざん	長鍵	ちゃうざん	none	x	表記は 長鑱
169	954646-597-0044	じん	之一神供	じん	none	x	読みが欠落（じん-く）、表記に余分な字
170	954646-084-0021	かうど	廣土	くわう-ど	none	x	くわう を かう に変換（こうど）
171	954647-556-0049	とろにんぎょう	泥人形	とろ-にんぎゃう	none	x	紙面は どろ-にんぎゃう
172	954645-192-0011	うかがいあし	窺足	うかがひ-あし	none	o	
173	954646-097-0020	かいあたま	慈姑頭	くわゐあたま	none	x	くわゐ を かい に変換
174	954648-277-0034	ふたゆk	二行	ふた-ゆく	none	o	
175	954646-279-0010	こなざ	鴨舌草	こなざ	none	x	紙面は こ-なぎ
176	954645-462-0020	かわらぐさ	黄菩	かはら-ぐさ	none	x	表記は 黄蓍
177	954647-254-0063	たちみr	立見	たち-みる	none	o	
178	954646-451-0057	したぢ	助枝	した-ぢ	none	o	
179	954647-547-0045	どろうだけ	虎斑竹	どろふ-だけ	none	x	紙面は とらふ-だけ
180	954648-558-0021	や	事味ふし優法師	や	none	x	読み・表記の読み取り失敗
181	954648-080-0014	はあがりぼたん	葉上牡丹	はあがり-ぼたん	align	o	
182	954645-335-0010	おもいならu	思習	おもひならふ	none	o	
183	954648-175-0027	ひきつくろu	引繕	ひきつくろふ	none	o	
184	954646-151-0030	けとばかs	蹴飛	け-とばかす	none	o	
185	954645-538-0017	ざえん	起縁	ざ-えん	none	x	紙面は き-えん
186	954648-420-0047	まいがお	丸顏	まゐがほ	none	x	紙面は まる-がほ
187	954647-392-0051	つぐのふね	舶	つぐ-の-ふね	none	o	
188	954646-240-0007	こころおさなs	心心幼	こころ-をさなし	none	x	表記は 心幼
189	954648-707-0016	いやまい	禮	ゐやまひ	none	o	
190	954645-485-0069	かみつえ	上枝	かみつ-え	none	o	
191	954646-478-0031	しいとめ	姑	しひと-め	none	o	
192	954645-204-0035	つしんじゃ	有心者	つしんじゃ	none	x	紙面は うしん-じゃ
193	954645-479-0004	かおよぐさ	貌佳草	かほよ-ぐさ	none	o	
194	954648-238-0026	ひんこ	秉矩	ひん-こ	none	x	表記は 秉炬
195	954645-080-0037	あやめのごてん	菖蒲御殿	あやめ-の-ごてん	none	o	
196	954648-018-0009	にっき	日暴	にっ-き	none	x	表記は 日晷
197	954646-555-0029	じゅんがわせ	順爲替	じゅんがはせ	none	o	
198	954648-574-0039	ゆきほてい	雪布袋	ゆき-ほてい	none	o	
199	954647-298-0016	だんぷくろ	駄荷袋段袋	だんぷくろ	none	x	紙面は だん-ぶくろ、表記が 2 語
200	954648-358-0015	ほぞおち	恭落	ほぞ-おち	none	x	表記は 蔕落
201	954645-580-0053	ざみ	氣味	ざ-み	none	x	紙面は き-み
202	954648-280-0009	ぷちん	夫賃	ぷ-ちん	align	x	紙面は ぶ-ちん
203	954647-024-0046	すいつk	吸附	すひ-つく	none	o	
204	954646-318-0001	こんよ	來夜	こんよ	none	o	
205	954648-024-0043	にゅうしゃかうせん	入射光線	にふしゃくわうせん	none	x	くわう を かう に変換
206	954645-232-0048	うまけぶり	馬烟	うまけぶり	none	o	
207	954647-063-0030	せゆうせん	青鳧錢	せいふ-せん	none	x	せいふ を せゆう に誤変換
208	954648-272-0016	ふせざや	防矢	ふせざや	none	x	紙面は ふせぎ-や
209	954645-457-0074	かわしきれ	革尻切	かは-しきれ	none	o	
210	954646-169-0029	けんじょうはかた	獻上博多	けんじゃう-はかた	none	o	
211	954647-188-0015	だいけんぶ	大檢部	だい-けんぶ	align	x	紙面は たい-けんぶ
212	954647-527-0025	とつか	取柄	とつか	align	o	
213	954648-297-0036	ふゆずた	冬蔦	ふゆづた	align	x	連濁の づ を ず にした（ふゆづた）
214	954646-613-0047	んふき	新吹	ん-ふき	none	x	語頭が欠落
215	954646-094-0005	かとうまど	瓦燈窟	くわとう-まど	none	x	表記は 瓦燈窓
216	954645-503-0035	かり	龜頭	かり	none	o	
217	954648-296-0046	ふや	文屋	ふ-や	none	o	
218	954648-284-0029	ぷっぽふそう	佛法僧	ぷっぽふそう	none	x	紙面は ぶっぽふ-そう
219	954648-427-0005	せんてん	萬天	せん-てん	none	x	紙面は まん-てん
220	954645-496-0048	からくして	辛	からく-して	none	o	
221	954646-253-0028	じん	瞽人	じん	none	x	語頭が欠落
222	954645-630-0002	きんちゃくうお	巾著魚	きんちゃく-うを	none	o	
223	954645-061-0063	あいこうみゅう	相高名	あひかうみゅう	none	x	紙面は あひ-かうみゃう
224	954648-729-0053	おのこご	男子子	をのこ-ご	none	o	
225	954648-205-0006	ひどあめ	雨	ひど-あめ	none	x	紙面は ひと-あめ 一雨
226	954647-497-0005	とうせん	投扇	とう-せん	align	o	
227	954646-409-0031	さんぽんいてう	三本銀杏	さんぽん-いてふ	none	x	紙面は さんぼん-いてふ、いてふ を変換していない
228	954648-040-0022	ぬまめk	沼	ぬま-めく	none	o	
229	954648-371-0035	ほほ	步步	ほ-ほ	align	o	
230	954645-362-0015	から	硬	から	none	o	
231	954646-573-0006	しょさr	所作	しょさる	none	o	
232	954646-032-0030	くつしわじめ	崩初	くつしはじめ	none	x	紙面は くづし-はじめ
233	954645-553-0005	きさのき	霞木	きさ-の-き	none	x	表記の読み取り誤り
234	954648-394-0055	まぐれあたり	紛中	まぐれ-あたり	none	o	
235	954646-009-0006	くくしもの	括物	くくし-もの	none	o	
236	954645-140-0037	いずかたざま	何方方	いづかた-ざま	none	o	
237	954645-363-0005	がらえん	剛縁強縁	がらえん	none	x	紙面は がう-えん、表記が 2 語
238	954647-114-0028	ぜんくう	前驅	ぜん-くう	none	o	
239	954648-282-0015	ぶっこぬき	打拔	ぶっこ-ぬき	none	o	
240	954647-086-0010	せきかいせき	石灰石	せきくわい-せき	none	o	
241	954648-422-0058	まるびおt	轉落	まるび-おつ	none	o	
242	954647-117-0040	ぜんこん	前恨	ぜん-こん	align	o	
243	954648-214-0004	ひゝみ	日文	ひゝみ	none	x	紙面は ひ-ふみ
244	954648-022-0032	にわたずみ	行潦	には-たづみ	none	o	
245	954646-210-0021	でん	弘徽殿	でん	none	x	語頭が欠落
246	954645-268-0074	えりやく	選役	えり-やく	none	o	
247	954645-534-0020	ぞうし	牛脂	ざうし	none	x	紙面は ぎう-し
248	954645-179-0003	いよだt	彌竪	いよだつ	none	o	
249	954648-383-0011	ぼんれさ	梵暦	ぼん-れさ	none	x	紙面は ぼん-れき
250	954647-027-0065	すみしょうらい	蘇民將來	すみしゃうらい	none	o	
251	954648-252-0033	ふきたt	拭立	ふき-たつ	none	o	
252	954648-699-0042	わんわん	暗暗	わんわん	none	x	表記は 喧喧
253	954645-206-0017	らすはく	薄白	らす-はく	none	x	紙面は うす-はく
254	954647-254-0037	たちうさがi	立塞	たちふさがゐ	none	x	紙面は たち-ふさがる
255	954648-531-0063	ものならわし	物習	もの-ならはし	none	o	
256	954648-581-0054	ゆふ	木綿	ゆ-ふ	none	o	
257	954646-264-0046	こつこつ	砲砲兀兀	こつこつ	none	x	表記は 矻矻兀兀
258	954645-466-0060	かいつけr	買附	かひつける	none	o	
259	954646-164-0022	げん	之わん一現管	げん	none	x	読み・表記の読み取り失敗
260	954648-272-0048	ふせんおもだか	浮線澤潟	ふせん-おもだか	none	o	
261	954646-056-0057	くらいだうれ	食倒	くらひ-だふれ	align	x	だふれ を だうれ に誤変換（だおれ）
262	954646-414-0029	しあやまち	爲過	し-あやまち	none	o	
263	954647-277-0053	たまたばこ	玉烟草	たま-たばこ	none	o	
264	954648-526-0016	もていつk	持齋	もていつく	none	o	
265	954648-699-0031	わんばら	溫袍	わん-ばら	none	x	紙面は わん-ばう
266	954646-386-0004	さらしなしょうま	法	さらしな-しょうま	none	x	表記の読み取り失敗
267	954646-495-0008	しもつきえ	十一月會	しもつき-ゑ	none	o	
268	954645-480-0021	かまこげ	釜焦	かまこげ	align	o	
269	954645-055-0026	あとくすり	後藥	あと-くすり	align	o	
270	954645-430-0055	かたしろのおどし	肩白絨	かたしろの-をどし	none	x	表記は 肩白縅
271	954645-217-0057	うt	棄	うつ	none	o	
272	954647-005-0041	すいろう	透廊	すい-らう	none	o	
273	954646-127-0014	げいちょうろくじ	京兆録事	げいてう-ろくじ	none	x	紙面は けいてう-ろくじ
274	954647-571-0043	なかきっつけ	中切附	なかきっつけ	none	o	
275	954648-597-0053	よしのわん	吉野梶	よしの-わん	none	x	表記は 吉野椀
276	954648-187-0005	ひしぎつk	拉附	ひしぎつく	none	o	
277	954645-335-0049	おもいまs	思増	おもひ-ます	none	o	
278	954645-181-0015	いりつk	煎附	いり-つく	none	o	
279	954648-075-0020	のりいだs	乘出	のり-いだす	none	o	
280	954647-464-0061	ていたえ	照考	てゐたへ	none	x	紙面は てる-たへ 照栲
281	954648-557-0062	やさかどり	八尺鳥	やさか-どり	none	o	
282	954648-353-0019	ほこりまぶれ	埃塗	ほこり-まぶれ	none	o	
283	954648-125-0049	はなけんかたばみ	花劒酸漿草	はな-けんかたばみ	none	o	
284	954645-411-0050	かざたち	飾太刀	かざ-たち	none	o	
285	954648-613-0018	よりかk	嵯掛	より-かく	none	x	表記は 縒掛
286	954648-278-0038	ふちこま	班駒	ふちこま	none	x	紙面は ぶち-こま 斑駒
287	954648-660-0015	るずいかしら	留守居頭	るずゐかしら	align	x	紙面は るすゐ-がしら
288	954646-408-0029	ざんぷ	殘部	ざんぷ	none	x	紙面は ざん-ぶ
289	954648-287-0046	ふとたかしk	太高敷	ふと-たかしく	none	o	
290	954647-130-0008	せんぼう	仙方	せん-ばう	align	x	紙面は せん-ぱう
291	954645-550-0015	ぐげん	毀言	ぐげん	none	x	紙面は き-げん
292	954647-060-0025	せいちょうくあつじ	清朝活字	せいてう-くあつじ	none	x	紙面は くゎつじ
293	954645-050-0002	あちこち	彼此	あち-こち	none	o	
294	954648-683-0040	わぎかべ	脇壁	わぎ-かべ	none	x	紙面は わき-かべ
295	954648-510-0062	めとんぼうむすび	雌蜻蛉結	め-とんぼうむすび	none	o	
296	954648-407-0013	まつばききょう	松葉桔梗	まつば-ききゃう	none	o	
297	954645-164-0055	いわろ	家	いは-ろ	none	o	
298	954648-413-0029	まいびどさろぞく	舞人裝束	まひびど-さろぞく	align	x	紙面は まひびと-さうぞく
299	954645-132-0033	いちわ	二夏	いちは	none	x	紙面は いち-げ 一夏
300	954648-596-0015	よしきらいもの	吉棄物	よし-きらひもの	none	o	
