no	id	skk_key	notation	reading	method	judgment	note
67	954647-108-0039	せりあu	競合	せりあふ	JMdict	o	
68	954647-033-0040	すいかりゅう	垂加流	すゐか-りう	align	o	
69	954646-304-0027	ごりょうまつり	御靈祭	ごりゃう-まつり	align	o	
70	954648-224-0039	ひゃくしょうよみ	百姓讀	ひゃくしゃう-よみ	L	o	
71	954647-545-0005	ともやぐら	艫矢倉	とも-やぐら	align	o	
72	954647-317-0019	ちだい	地臺	ちだい	align	o	
73	954648-219-0040	ひょうかいいん	評價委員	ひゃうかゐゐん	align	o	
74	954647-247-0018	たたき	敲・叩	たたき	JMdict	o	
75	954646-540-0014	じゅくし	熟紙	じゅく-し	align	o	
76	954645-558-0019	きずぐすり	疵藥	きず-ぐすり	JMdict	o	
77	954646-339-0001	そうしゅうそう	掃愁帚	さうしう-さう	align	o	
78	954648-258-0020	ふくちゃ	福茶	ふく-ちゃ	JMdict	o	
79	954646-351-0037	さがりがしら	下頭	さがり-がしら	align	o	
80	954646-576-0017	しょとく	諸徳	しょ-とく	JMdict	o	
81	954648-056-0030	ねんきんこうさい	年金公債	ねんきん-こうさい	align	o	
82	954646-060-0008	くりづり	繰釣	くり-づり	align	o	
83	954646-535-0048	しゅうた	衆多	しゅう-た	JMdict	o	
84	954646-042-0024	くびちょう	首帳	くび-ちゃう	align	o	
85	954646-171-0027	けんすう	軒數	けんすら	L	o	
86	954648-555-0002	やくぶつ	藥物	やく-ぶつ	L	o	
87	954646-215-0014	こくさいゆうぎ	國際友誼	こくさい-いうぎ	align	o	
88	954645-430-0007	かたし	型師	かたし	align	o	
89	954647-100-0031	ぜっちょう	絕頂	ぜっちゃう	align	o	
90	954646-201-0044	こうみ	口味	こう-み	JMdict	o	
91	954648-450-0038	みつじゃのめ	三蛇目	みつ-じゃのめ	align	o	
92	954646-043-0048	くいやぶr	食破	くひ-やぶる	JMdict	o	
93	954648-045-0031	ねこ	寢粉	ね-こ	align	o	
94	954646-295-0005	こまがく	高麗樂	こま-がく	L	o	
95	954647-210-0005	だいまいり	代參	だい-まゐり	align	o	
96	954646-288-0032	こいやみ	戀病	こひ-やみ	L	o	
97	954648-408-0018	まつやにあぶら	松脂油	まつやにあぶら	align	o	
98	954648-727-0053	おとこねこ	男猫	をとこねこ	align	o	
99	954647-312-0047	ちけん	知縣	ちけん	L	o	
100	954648-051-0025	ねどおりくぎ	根通釘	ねどほり-くぎ	align	o	
101	954648-227-0032	ひょうかん	氷寒	ひょう-かん	align	o	
102	954645-516-0003	がんかき	眼科器	がんくわき	align	o	
103	954648-665-0033	れいそんこ	例損戶	れいそん-こ	align	o	
104	954646-223-0030	こかんせつ	股關節	こ-くわんせつ	L	o	
105	954645-506-0014	かりしょうぞく	狩裝束	かり-しゃうぞく	align	o	
106	954648-540-0022	もんじゃ	問者	もん-じゃ	align	o	
107	954645-551-0007	きこえかわs	聞交	きこえ-かはす	align	o	
108	954645-332-0027	おもいうかr	思浮	おもひ-うかる	align	o	
109	954648-263-0015	ふけん	府縣	ふけん	L	o	
110	954646-245-0024	こしがらみ	腰絡	こし-がらみ	align	o	
111	954648-672-0029	れんたいき	聯隊旗	れんたい-き	align	o	
112	954648-293-0040	ふべんもの	不辨者	ふべん-もの	align	o	
113	954648-690-0047	わたりせ	渡瀬	わたり-せ	align	o	
114	954647-303-0020	ちゅうりょ	儔侶	ちうりょ	align	o	
115	954648-499-0030	めいきゅう	命宮	めい-きゅう	align	o	
116	954647-457-0006	てつもう	鐵網	てつ-まう	JMdict	o	
117	954647-048-0046	せいき	正氣	せい-き	L	o	
118	954645-225-0068	うねめのつかさ	采女司	うねめ-の-つかさ	JMdict	o	
119	954645-403-0077	かけご	懸子	かけ-ご	JMdict	o	
120	954645-373-0009	ごうつくばり	強突張	がう-つくばり	JMdict	o	
121	954646-465-0034	じちょう	時鳥	じてう	align	o	
122	954646-046-0018	くまのい	熊膽	くまのい	L	o	
123	954646-419-0021	しゅうじょう	州壤	しう-じゃう	align	o	
124	954648-640-0053	りくりつ	六律	りく-りつ	align	o	
125	954648-339-0020	へんもうき	編網機	へんまう-き	align	o	
126	954647-322-0006	ちほうしょうぎょう	地方商業	ちはう-しゃうげふ	align	o	
127	954647-388-0004	つきとb	突飛	つき-とばす	JMdict	o	
128	954647-194-0009	だいしょうこく	大相國	だい-しゃうこく	align	o	
129	954647-277-0038	たましずめのまつり	鎭魂祭	たましづめ-の-まつり	JMdict	o	
130	954645-208-0010	うたがしら	歌頭	うた-がしら	align	o	
131	954645-431-0057	かたづき	片附	かた-づき	align	o	
132	954647-277-0008	たまごと	玉琴	たま-ごと	align	o	
133	954647-581-0014	ながれごと	流事	ながれ-ごと	align	o	
134	954646-154-0050	きょうしん	俠心	けふしん	align	o	
135	954648-510-0043	めてよこ	馬手横	めてよこ	align	o	
136	954648-723-0038	おしぐつ	鴛沓	をし-ぐつ	align	o	
137	954648-153-0051	ばんし	挽詩	ばんし	align	o	
138	954648-544-0024	ようきせき	陽起石	やうきせき	JMdict	o	
139	954648-169-0036	ひがしのまる	東丸	ひがし-の-まる	align	o	
140	954645-436-0043	かためわざ	固業	かため-わざ	align	o	
141	954646-344-0044	そうぶんこばん	草文小判	さうぶん-こばん	align	o	
142	954645-156-0018	いぬいし	犬醫師	いぬ-いし	align	o	
143	954648-377-0047	ほんざい	本罪	ほん-ざい	align	o	
144	954645-248-0047	うえたけたば	植竹束	うゑ-たけたば	align	o	
145	954645-429-0059	かたぞう	堅藏	かた-ざう	align	o	
146	954648-371-0021	ほへいせん	歩兵戰	ほへい-せん	align	o	
147	954646-214-0042	こくけい	酷刑	こく-けい	align	o	
148	954646-323-0009	さいけいけっそん	歳計缺損	さいけい-けっそん	align	o	
149	954646-279-0031	こなわ	小繩	こ-なは	L	o	
150	954648-024-0005	にいわた	新綿	にひ-わた	align	o	
151	954648-652-0003	りゅうずかぶと	龍頭冑	りゅうづ-かぶと	align	o	
152	954647-142-0022	そうだん	叢談	そう-だん	JMdict	o	
153	954647-540-0029	とおよせ	遠寄	とほ-よせ	align	o	
154	954645-042-0014	あしでのけん	葦手劒	あしで-の-けん	align	o	
155	954648-546-0029	ようとう	羊桃	やう-たう	align	o	
156	954648-563-0029	やたかがみ	八咫鏡	やた-かがみ	JMdict	o	
157	954645-182-0047	いれこます	入子枡	いれこ-ます	align	o	
158	954647-290-0046	たんごぶり	丹後鰤	たんご-ぶり	align	o	
159	954646-021-0008	くすいこ	鼓吹戶	くすゐ-こ	align	o	
160	954648-025-0006	にゅうどうしんおう	入道親王	にふだうしんわう	align	o	
161	954648-400-0048	またしち	又質	また-しち	align	o	
162	954646-529-0041	じゃのめわ	蛇目輪	じゃのめ-わ	align	o	
163	954647-028-0011	すみたてなでかく	隅立撫角	すみたて-なでかく	align	o	
164	954645-419-0074	かs	加	かす	align	o	
165	954647-037-0006	すいしゅ	水手・水主	すゐ-しゅ	JMdict	o	
166	954645-341-0049	おりいのみかど	下居帝	おりゐのみかど	align	o	
167	954647-205-0004	たいぬり	退塗	たい-ぬり	align	o	
168	954648-572-0025	ゆきかご	雪籠	ゆき-かご	align	o	
169	954648-561-0012	やすめづる	休弦	やすめ-づる	align	o	
170	954648-181-0005	ひけご	引後	ひけご	align	o	
171	954648-282-0036	ぶつじ	佛事	ぶつじ	L	o	
172	954647-152-0003	そくりょうひょう	測量標	そくりゃう-へう	JMdict	o	
173	954647-614-0029	なまえわけ	名前別	なまへ-わけ	align	o	
174	954648-084-0035	はいせん	廢船	はい-せん	L	o	
175	954646-351-0036	さかりうるし	盛漆	さかり-うるし	align	o	
176	954647-220-0036	とうしょう	湯傷	たう-しゃう	align	o	
177	954646-079-0012	がいりょう	外療	ぐわいれう	align	o	
178	954645-555-0052	きしょう	氣性	き-しゃう	L	o	
179	954647-081-0028	しょうへい	鍬兵	せう-へい	align	o	
180	954646-036-0014	くにがた	國形	くに-がた	align	o	
181	954646-349-0015	さかつ	沙喝	さかつ	align	o	
182	954647-517-0035	どこう	土寇	どこう	align	o	
183	954645-047-0062	あたたm	暖・煖	あたたむ	L	o	
184	954646-056-0009	くらしゅう	藏衆	くら-しゅう	align	o	
185	954647-226-0047	とうよ	黨與	たうよ	align	o	
186	954648-539-0017	もろびと	諸人	もろびと	L	o	
187	954648-356-0030	ほじゅうひ	補充費	ほじゅう-ひ	align	o	
188	954645-234-0003	うまのりぞめ	馬乘初	うまのり-ぞめ	align	o	
189	954645-384-0045	かき	夏氣	か-き	align	o	
190	954645-610-0020	ぎょやく	魚鑰	ぎょ-やく	align	o	
191	954646-066-0008	くれゆk	暮行	くれ-ゆく	JMdict	o	
192	954647-587-0007	なげざや	投鞘	なげ-ざや	align	o	
193	954646-120-0043	げいざい	藝才	げい-ざい	align	o	
194	954648-715-0003	えもよう	繪模樣	ゑ-もやう	JMdict	o	
195	954648-602-0034	よつおり	四織	よつ-おり	align	o	
196	954648-292-0004	ふねみち	船路	ふね-みち	align	o	
197	954645-406-0017	かけびな	掛雛	かけ-びな	align	o	
198	954647-381-0008	つかいがね	遣金	つかひがね	align	o	
199	954647-493-0019	とうごく	東國	とうごく	L	o	
200	954648-075-0008	のりあけ	乘明	のり-あけ	align	o	
201	954645-561-0061	きたがわは	喜多川派	きたがは-は	align	o	
202	954647-033-0036	すいかく	水客	すゐ-かく	align	o	
203	954645-121-0050	いしのかに	石蟹	いし-の-かに	align	o	
204	954648-140-0056	はもと	羽本	は-もと	align	o	
205	954647-480-0025	てんねんきそ	天然基礎	てんねん-きそ	align	o	
206	954647-309-0050	ちく	地區	ち-く	L	o	
207	954645-244-0079	うりだか	賣高	うり-だか	JMdict	o	
208	954648-465-0050	みょうぼう	明法	みゃう-ばふ	align	o	
209	954646-126-0032	けいちょうし	計帳使	けいちゃう-し	align	o	
210	954647-245-0016	たしみ	嗜	たしみ	align	o	
211	954647-079-0034	しょうなごんきょく	少納言局	せうなごん-きょく	align	o	
212	954647-535-0002	とびたこ	鳶凧	とび-たこ	align	o	
213	954645-295-0044	おちゃや	御茶屋	お-ちゃや	JMdict	o	
214	954645-595-0034	ぎゃくろう	逆浪	ぎゃく-らう	JMdict	o	
215	954646-459-0023	じつがた	實方	じつがた	align	o	
216	954646-444-0049	じじん	侍人	じ-じん	align	o	
217	954645-084-0035	あらばこ	荒筥	あら-ばこ	align	o	
218	954645-394-0047	がくかい	學會	がく-くわい	align	o	
219	954647-529-0022	とどけいd	屆出	とどけ-いでる	JMdict	o	
220	954645-451-0045	かなものがたくも	金物形雲	かなものがた-くも	align	o	
221	954646-367-0021	さしびん	差鬢	さし-びん	align	o	
222	954645-614-0061	きりざんしょう	切山椒	きり-ざんせう	JMdict	o	
223	954646-247-0023	こしつき	腰附	こし-つき	align	o	
224	954648-643-0007	りつがくし	律學士	りつ-がくし	align	o	
225	954647-227-0005	どうらくむすめ	道樂娘	だうらく-むすめ	L	o	
226	954645-308-0026	おいもち	追持	おひもち	align	o	
227	954647-472-0025	てんしつ	癲疾	てん-しつ	align	o	
228	954648-011-0008	にげいr	逃入	にげ-いる	align	o	
229	954648-686-0025	わご	我吾	わご	align	o	
230	954645-510-0009	かるめはぶたえ	輕目羽二重	かるめ-はぶたへ	align	o	
231	954648-369-0003	ほうう	法雨	ほふう	JMdict	o	
232	954646-614-0039	しんべん	脣瓣	しん-べん	align	o	
233	954648-660-0005	るすづかさ	留守官	るすづかさ	align	o	
234	954646-363-0049	さしあま	指天	さし-あま	align	o	
235	954648-048-0003	ねずみごめ	鼠米	ねずみ-ごめ	align	o	
236	954645-237-0012	うみやなぎ	海柳	うみ-やなぎ	align	o	
237	954647-407-0038	つばぎわ	鍔際	つば-ぎは	align	o	
238	954647-154-0043	そじょう	疏狀	そ-じゃう	JMdict	o	
239	954645-293-0038	おたのみ	御賴	おたのみ	align	o	
240	954648-096-0051	はくしゃくぎいん	伯爵議員	はくしゃく-ぎゐん	align	o	
241	954647-440-0025	ちょうしつこう	彫漆工	てうしつ-こう	align	o	
242	954646-420-0043	しゅうちく	脩竹	しう-ちく	JMdict	o	
243	954648-539-0052	もんおりおめし	紋織御召	もんおり-おめし	align	o	
244	954648-342-0021	ほうか	豐下	ほう-か	align	o	
245	954647-244-0039	たじし	田鹿	たじし	align	o	
246	954646-063-0004	くるまじかけ	車仕掛	くるま-じかけ	align	o	
247	954645-029-0049	あくどうもの	惡道者	あくだう-もの	align	o	
248	954645-471-0040	かぶとくび	冑首	かぶと-くび	align	o	
249	954648-231-0045	ひらばな	平鼻	ひら-ばな	align	x	紙面は ひら-はな（連濁していない。三系統とも ば と誤読）
250	954646-166-0029	けんそう	險相	けん-さう	L	o	
251	954645-334-0055	おもいとどm	思止	おもひとどまる	JMdict	o	
252	954645-280-0001	おきつこじま	沖津小島	おき-つ-こじま	align	o	
253	954647-160-0027	そでだこ	袖凧	そで-だこ	align	o	
254	954648-417-0023	まめしだ	豆齒朶	まめ-しだ	align	o	
255	954647-347-0021	ちゅうじゃくもん	鍮石門	ちゅうじゃく-もん	align	o	
256	954647-148-0019	ぞくし	俗詩	ぞくし	align	o	
257	954647-584-0011	なきおとこ	泣男	なき-をとこ	JMdict	o	
258	954645-632-0071	ぎんみゃく	銀脈	ぎん-みゃく	align	o	
259	954646-433-0041	しくん	嗣君	し-くん	align	o	
260	954648-405-0004	まつかさがい	松毬貝	まつかさ-がひ	JMdict	o	
261	954647-322-0032	ちばりゅう	千葉流	ちば-りう	align	o	
262	954645-194-0018	うきぜい	浮勢	うき-ぜい	align	o	
263	954647-316-0050	ちぜい	地税	ちぜい	JMdict	o	
264	954646-092-0039	がっしょく	月蝕	ぐわっしょく	align	o	
265	954647-219-0037	とうざのがれ	當座逃	たうざ-のがれ	L	o	
266	954647-366-0014	ちりがく	地理學	ちり-がく	L	o	
267	954646-422-0004	しゅうへん	周邊	しうへん	L	o	
268	954645-247-0021	うれのこり	賣殘	うれ-のこり	L	o	
269	954648-157-0008	はんそ	藩祖	はんそ	JMdict	o	
270	954648-646-0015	りょうおさえ	兩押	りゃう-おさへ	align	o	
271	954648-690-0018	わたはな	綿花	わた-はな	align	o	
272	954646-345-0038	そうめんこうい	雙面行爲	さうめん-かうゐ	align	o	
273	954648-546-0047	ようとく	陽德	やう-とく	align	o	
274	954646-217-0012	こくしゅがた	國主方	こくしゅ-がた	align	o	
275	954647-515-0016	どくみず	毒水	どく-みづ	align	o	
276	954645-276-0052	おいやみ	老病	おい-やみ	align	o	
277	954645-166-0061	いいそこn	言損	いひ-そこなふ	JMdict	o	
278	954648-334-0003	べんき	便器	べん-き	L	o	
279	954645-021-0063	あかひとつばまつ	赤一葉松	あかひとつばまつ	align	o	
280	954647-190-0050	たいそう	體相	たい-さう	align	o	
281	954646-427-0011	しがわたり	志賀渡	しが-わたり	align	o	
282	954648-156-0033	ばんせい	阪西	ばん-せい	align	o	
283	954646-205-0010	ごかい	沙蠶	ごかい	JMdict	o	
284	954645-471-0012	こうたて	甲立	かふたて	align	o	
285	954648-700-0033	いかん	違勘	ゐかん	align	o	
286	954646-010-0010	くけ	絎	くけ	align	o	
287	954646-359-0068	ざこ	雜魚	ざ-こ	L	o	
288	954646-496-0009	しもんかい	諮問會	しもん-くわい	align	o	
289	954646-605-0018	じんしょう	人證	じん-しょう	L	o	
290	954646-328-0007	さいじょう	齋場	さい-ぢゃう	L	o	
291	954648-443-0045	みだれごころ	亂心	みだれ-ごころ	align	o	
292	954645-149-0017	いつや	乙夜	いつ-や	JMdict	o	
293	954645-105-0010	ゆうねんほう	遊年方	いうねん-はう	align	o	
294	954647-138-0023	そうかい	僧戒	そうかい	align	o	
295	954645-302-0018	おにかじのは	鬼梶葉	おに-かぢのは	align	o	
296	954648-488-0006	むだい	務大	むだい	align	o	
297	954645-415-0058	かしこさ	賢	かしこさ	align	o	
298	954647-066-0027	せいゆ	聖諭	せい-ゆ	align	o	
299	954647-329-0007	ちょうさんろし	張三呂四	ちゃうさん-ろし	align	o	
300	954647-348-0016	じゅうs	住	ぢゆうす	JMdict	o	
301	954647-500-0019	とうぶととく	東部都督	とうぶ-ととく	align	o	
302	954646-592-0066	じえいけん	自衞權	じゑい-けん	L	o	
303	954646-536-0074	しゅうもう	衆盲	しゅう-まう	JMdict	o	
304	954648-548-0018	やかずはいかい	矢數俳諧	やかず-はいかい	L	o	
305	954648-539-0064	もんがら	紋柄	もん-がら	align	o	
306	954648-546-0057	ようほう	養方	やう-はう	align	o	
307	954648-157-0004	ばんせん	蕃船	ばん-せん	align	o	
308	954648-188-0032	ひしょう	飛將	ひしゃう	align	o	
309	954647-596-0013	なつしょうぞく	夏裝束	なつ-しゃうぞく	align	o	
310	954645-520-0053	かんせい	寒製	かん-せい	align	o	
311	954648-680-0024	わかいしゅがしら	若衆頭	わかいしゅ-がしら	align	o	
312	954646-069-0036	くろとび	黒鳶	くろ-とび	align	o	
313	954647-400-0039	つちたくみのつかさ	土工司	つちたくみ-の-つかさ	align	o	
314	954646-335-0011	そうがくしゃ	相學者	さう-がくしゃ	align	o	
315	954645-097-0029	あんじばしら	案柱	あんじ-ばしら	align	o	
316	954648-139-0023	はまも	濱藻	はまも	align	o	
317	954648-143-0059	はやりがみ	流行神	はやり-がみ	JMdict	o	
318	954647-299-0001	たんほんい	單本位	たん-ほんゐ	L	o	
319	954647-125-0035	せんだびつ	千駄櫃	せんだ-びつ	align	o	
320	954648-171-0046	ひきあk	引開	ひき-あく	JMdict	o	
321	954646-429-0021	じきぜめ	食攻	じき-ぜめ	align	o	
322	954645-469-0048	かぶきり	株切	かぶ-きり	align	o	
323	954648-100-0037	はくもつ	白物	はく-もつ	align	o	
324	954646-141-0041	けしょうもとゆい	化粧元結	けしゃう-もとゆひ	align	o	
325	954645-236-0035	うみじ	海路	うみぢ	JMdict	o	
326	954647-373-0014	ちんてんま	賃傳馬	ちん-てんま	align	o	
327	954647-509-0029	どくえん	獨筵	どく-えん	align	o	
328	954648-379-0055	ほんだんす	本箪笥	ほん-だんす	align	o	
329	954647-260-0074	たてちゃばん	立茶番	たて-ちゃばん	align	o	
330	954646-601-0019	しんそう	身相	しん-さう	align	o	
331	954647-579-0038	なかもの	中物	なかもの	align	o	
332	954647-239-0052	たぐりこm	手繰込	たぐり-こむ	JMdict	o	
333	954648-587-0005	ようじんどき	用心時	ようじん-どき	align	o	
334	954646-180-0039	げんみつ	顯密	げん-みつ	align	o	
335	954648-665-0046	れいち	靈池	れいち	align	o	
336	954646-550-0023	しゅと	衆徒	しゅと	JMdict	o	
337	954645-022-0019	あかまい	赤舞	あか-まひ	align	o	
338	954646-400-0047	さんしゅん	三春	さんしゅん	JMdict	o	
339	954648-188-0035	ひじょう	非上	ひじゃう	align	o	
340	954647-458-0049	てのう	手能	て-のう	align	o	
341	954648-601-0002	よそゆき	餘所行	よそ-ゆき	L	o	
342	954647-410-0045	つぼねがさ	局笠	つぼね-がさ	align	o	
343	954646-103-0020	かんすおに	鑵子鬼	くわんす-おに	align	o	
344	954647-188-0022	たいこ	大故	たい-こ	align	o	
345	954648-276-0033	ふたつわりあおい	二割葵	ふたつわり-あふひ	align	o	
346	954646-084-0058	こうぼ	宏謨	くわう-ぼ	JMdict	o	
347	954646-036-0030	くにざいく	國細工	くに-ざいく	align	o	
348	954648-466-0004	みょうばんせき	明礬石	みゃうばん-せき	JMdict	o	
349	954645-586-0039	きょうそうやく	強壯藥	きゃうさうやく	JMdict	o	
350	954645-472-0005	かぶなおし	株直	かぶ-なほし	align	o	
351	954645-284-0020	おくやまが	奧山家	おくやま-が	align	o	
352	954645-613-0056	きりがい	錐貝	きり-がひ	align	o	
353	954645-343-0011	おんがく	音樂	おん-がく	L	o	
354	954645-547-0045	きくのひ	菊日	きく-の-ひ	align	o	
355	954646-100-0036	かんげん	管絃・莞絃	くわん-げん	L	o	
356	954645-216-0038	うちまねk	打招	うちまねく	align	o	
357	954647-450-0036	てこまいすがた	手古舞姿	てこまひすがた	align	o	
358	954646-550-0036	しゅとくち	取得地	しゅとくち	align	o	
359	954647-471-0019	てんこれいじょう	點呼令状	てんこれいじゃう	align	o	
360	954645-465-0062	かいこべや	蠶部屋	かひこ-べや	align	o	
361	954646-579-0015	しょいんだな	書院棚	しょゐん-だな	align	o	
362	954647-542-0030	とむらいがっせん	弔合戰	とむらひ-がっせん	L	o	
363	954648-275-0018	ふたご	二子	ふたご	JMdict	o	
364	954648-106-0042	はしきさくら	葉敷櫻	はしき-さくら	align	o	
365	954645-183-0001	いれひもの	入紐之	いれひもの	align	o	
366	954645-334-0014	おもいたがい	思違	おもひたがひ	align	o	
367	954648-736-0042	おんなとおりてがた	女通手形	をんなとほりてがた	align	o	
368	954645-497-0015	からくるま	空車	から-くるま	align	o	
369	954645-122-0050	いしょうじるし	衣裳印	いしゃう-じるし	align	o	
370	954645-343-0038	おんくらべ	恩比	おん-くらべ	align	o	
371	954645-583-0017	きもったま	肝魂	きも-っ-たま	JMdict	o	
372	954646-267-0019	ごちょう	後朝	ご-てう	JMdict	o	
373	954646-417-0026	しゅうがくぎむ	就學義務	しうがく-ぎむ	JMdict	o	
374	954645-214-0069	うちのくらのつかさ	內藏寮	うちのくらのつかさ	align	o	
375	954646-367-0019	さしひびk	差響	さし-ひびく	JMdict	o	
376	954645-407-0012	かけや	掛屋	かけや	align	o	
377	954645-587-0041	きょうじょ	經所	きゃう-じょ	align	o	
378	954645-399-0068	がくむ	學務	がくむ	L	o	
379	954648-236-0024	ひろのき	弘軒	ひろのき	align	o	
380	954645-014-0026	あいきょうかぶら	愛敬鏑	あいきゃう-かぶら	align	o	
381	954646-372-0037	ざっしや	雜誌屋	ざっし-や	align	o	
382	954645-177-0019	いもひな	芋雛	いもひな	align	o	
383	954647-117-0019	せんこくしょ	宣告書	せんこく-しょ	JMdict	o	
384	954646-170-0001	けんじゅ	賢衆	けんじゅ	align	o	
385	954648-573-0044	ゆきちがいあみ	行違編	ゆきちがひ-あみ	align	o	
386	954647-151-0035	ぞくみん	俗民	ぞく-みん	align	o	
387	954648-553-0018	やくしょむき	役所向	やくしょ-むき	align	o	
388	954647-254-0040	たちぶるまい	立振舞	たち-ぶるまひ	JMdict	o	
389	954645-088-0061	ありのとうか	蟻塔科	ありのたふ-くわ	align	o	
390	954648-732-0011	おりあし	折脚	をり-あし	align	o	
391	954648-176-0058	ひきばしら	引柱	ひきばしら	align	o	
392	954646-410-0024	さんまやぎょう	三摩耶形	さんまや-ぎゃう	JMdict	o	
393	954648-075-0010	のりあw	乘合	のり-あはす	JMdict	o	
394	954646-014-0030	くさぶとん	草蒲團	くさ-ぶとん	align	o	
395	954646-294-0045	ごまいねざさ	五枚根笹	ごまい-ねざさ	align	o	
396	954648-686-0023	わk	別	わける	JMdict	o	
397	954645-494-0007	かよいくるわ	通廓	かよひ-くるわ	align	o	
398	954645-032-0058	あげやかしゃ	揚屋花車	あげや-くわしや	align	o	
399	954646-029-0031	くちばや	口速	くちばや	JMdict	o	
400	954648-695-0006	わらいだけ	笑茸	わらひ-だけ	JMdict	o	
401	954645-512-0004	がおうおん	賀王恩	がわうおん	align	o	
402	954646-594-0015	しんい	神醫	しんい	align	o	
